merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account_last4,merchant_status,declared_avg_ticket_size,mcc_inferred,mcc_missing,ticket_size_negative,ticket_size_missing,settlement_account_missing,onboarding_missing
MCH1106,"narang, wali and aurora",5411,GROCERY,SOLE_PROPRIETOR,Jalandhar,Punjab,2023-10-04 00:00:00,XXXX3438,ACTIVE,1853.84,False,False,False,False,False,False
MCH1109,Sinha-Bumb,4131,TRANSPORT,PRIVATE_LIMITED,Amritsar,Punjab,2023-02-11 07:38:00,,ACTIVE,-1745.05,False,False,True,False,True,False
MCH1118,"BASAK, PILLAI AND ARORA",5999,MISC_RETAIL,PRIVATE_LIMITED,Chennai,Tamil Nadu,2026-01-06 00:00:00,,ACTIVE,3933.25,False,False,False,False,True,False
MCH1122,Bakshi and Sons,5311,DEPARTMENT_STORE,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-03-09 00:00:00,,ACTIVE,638.59,True,False,False,False,True,False
MCH1124,Andra Inc,7011,HOTEL,PARTNERSHIP,Lucknow,Uttar Pradesh,2023-08-07 00:00:00,,ACTIVE,5664.0,False,False,False,False,True,False
MCH1128,Srinivasan Group,5411,GROCERY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2024-04-19 00:00:00,,ACTIVE,-749.84,True,False,True,False,True,False
MCH1130,"K0thari, Singh and Sura",5311,DEPARTMENT_STORE,SOLE_PROPRIETOR,Ludhiana,Punjab,2025-09-20 00:31:00,,ACTIVE,3514.91,False,False,False,False,True,False
MCH1134,"Sani, Uppal and Pillai",5912,PHARMACY,PARTNERSHIP,Kolkata,West Bengal,2025-04-11 00:00:00,,ACTIVE,6246.52,True,False,False,False,True,False
MCH1142,MORAR LLC,5999,MISC_RETAIL,SOLE_PROPRIETOR,Jalandhar,Punjab,,,ACTIVE,,False,False,False,True,True,True
MCH1153,"Johal, Suri and Rama",5999,MISC_RETAIL,SOLE_PROPRIETOR,Kolkata,West Bengal,2023-05-08 00:00:00,XXXX9937,ACTIVE,153.84,False,False,False,False,False,False
MCH1154,Saran and Sons,5912,PHARMACY,PRIVATE_LIMITED,Pune,Maharashtra,2023-12-26 00:00:00,XXXX5657,ACTIVE,871.24,False,False,False,False,False,False
MCH1159,Sabharwal-Gole,4814,TELECOM,PARTNERSHIP,Hyderabad,Telangana,,XXXX4659,INACTIVE,790.13,False,False,False,False,False,True
MCH1163,Chauhan Group,5912,PHARMACY,SOLE_PROPRIETOR,Kolkata,West Bengal,2024-04-10 00:00:00,,ACTIVE,2218.96,False,False,False,False,True,False
MCH1168,"Dugal, Thaker and Rana",5699,APPAREL,PARTNERSHIP,Hyderabad,Telangana,2023-04-28 00:00:00,XXXX0876,INACTIVE,900.21,False,False,False,False,False,False
MCH1168,Sekhon Inc,5411,GROCERY,SOLE_PROPRIETOR,Hyderabad,Telangana,2025-07-26 21:06:00,,ACTIVE,6003.0,False,False,False,False,True,False
MCH1195,Parekh-Patla,5942,BOOKS_STATIONERY,PARTNERSHIP,Ludhiana,Punjab,2023-06-27 00:00:00,,ACTIVE,741.86,False,False,False,False,True,False
MCH1199,"Chatterjee, Chada and Ghose",5812,RESTAURANT,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-04-14 01:46:00,,ACTIVE,6574.56,False,False,False,False,True,False
MCH1213,Ray LLC,5912,PHARMACY,PARTNERSHIP,Pune,Maharashtra,2024-01-07 18:33:52,XXXX8295,INACTIVE,1556.0,False,False,False,False,False,False
MCH1214,Padmanabhan Gr0up,4814,TELECOM,INDIVIDUAL,Amritsar,Punjab,2025-08-24 00:00:00,,ACTIVE,-362.46,False,False,True,False,True,False
MCH1216,"Agarwal, Dave and Vala",7011,HOTEL,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2024-10-18 00:00:00,,ACTIVE,2228.42,False,False,False,False,True,False
MCH1219,Khare-Puri,5812,RESTAURANT,PARTNERSHIP,Amritsar,Punjab,2024-11-21 00:00:00,,ACTIVE,2174.0,False,False,False,False,True,False
MCH1219,Srinivas-Bobal,5912,PHARMACY,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2023-08-27 00:00:00,,ACTIVE,2814.27,False,False,False,False,True,False
MCH1221,"SASTRY, KAPOOR AND VARUGHESE",5812,RESTAURANT,PARTNERSHIP,Jalandhar,Punjab,2025-04-26 00:00:00,,INACTIVE,3430.0,False,False,False,False,True,False
MCH1221,"BAKSHI, DOCTOR AND BOBAL",7011,HOTEL,PARTNERSHIP,Mumbai,Maharashtra,,XXXX9345,ACTIVE,1302.2,False,False,False,False,False,True
MCH1226,Nadkarni Ltd,5912,PHARMACY,SOLE_PROPRIETOR,Ludhiana,Punjab,,,ACTIVE,602.21,False,False,False,False,True,True
MCH1227,Dyal Ltd,5999,MISC_RETAIL,INDIVIDUAL,Ludhiana,Punjab,2025-09-21 00:00:00,XXXX6648,ACTIVE,602.09,False,False,False,False,False,False
MCH1227,"Nazareth, Zacharia and Swaminathan",5812,RESTAURANT,PRIVATE_LIMITED,Ludhiana,Punjab,2023-03-21 16:36:39,XXXX6650,ACTIVE,870.36,False,False,False,False,False,False
MCH1227,Shah and Sons,5699,APPAREL,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2023-07-01 00:00:00,,ACTIVE,1660.63,False,False,False,False,True,False
MCH1229,Hayre Inc,5999,MISC_RETAIL,SOLE_PROPRIETOR,Kolkata,West Bengal,2023-08-14 00:08:00,,ACTIVE,527.5,True,False,False,False,True,False
MCH1234,Comar-Kari,4131,TRANSPORT,SOLE_PROPRIETOR,Jalandhar,Punjab,,XXXX2474,ACTIVE,1120.89,False,False,False,False,False,True
MCH1249,"Varkey, Kulkarni and More",5311,DEPARTMENT_STORE,SOLE_PROPRIETOR,Bengaluru,Karnataka,2023-07-26 21:44:19,,ACTIVE,1049.44,False,False,False,False,True,False
MCH1250,Kata Group,5812,RESTAURANT,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-12-22 01:25:00,,ACTIVE,1162.22,False,False,False,False,True,False
MCH1250,Ben-Thaman,5411,GROCERY,SOLE_PROPRIETOR,Bengaluru,Karnataka,,XXXX8274,INACTIVE,1524.37,False,False,False,False,False,True
MCH1255,"Bose, Memon and Luthra",5942,BOOKS_STATIONERY,PARTNERSHIP,Pune,Maharashtra,2023-05-27 08:30:18,XXXX6249,ACTIVE,1129.38,False,False,False,False,False,False
MCH1260,OOMMEN-JHA,5411,GROCERY,INDIVIDUAL,Delhi,Delhi,,XXXX3006,ACTIVE,1093.23,False,False,False,False,False,True
MCH1262,CharInc,4814,TELECOM,INDIVIDUAL,Pune,Maharashtra,2025-06-28 00:00:00,XXXX9203,ACTIVE,489.52,False,False,False,False,False,False
MCH1263,"Soman, Chaudhary and Luthra",4814,TELECOM,PARTNERSHIP,Hyderabad,Telangana,2023-06-27 20:38:00,,ACTIVE,696.55,False,False,False,False,True,False
MCH1263,Krishnan-Venkataraman,4814,TELECOM,PARTNERSHIP,Kolkata,West Bengal,,,ACTIVE,565.9,True,False,False,False,True,True
MCH1277,Deol-Nayak,4131,TRANSPORT,INDIVIDUAL,Bengaluru,Karnataka,,,ACTIVE,1188.0,False,False,False,False,True,True
MCH1320,Babu-Khatri,5699,APPAREL,INDIVIDUAL,Kolkata,West Bengal,2023-11-24 10:52:12,XXXX8923,ACTIVE,,False,False,False,True,False,False
MCH1336,"Zachariah, Bhattacharyya and Hegde",5699,APPAREL,SOLE_PROPRIETOR,Bengaluru,Karnataka,2024-08-30 12:55:19,XXXX9906,ACTIVE,919.0,False,False,False,False,False,False
MCH1336,Contractor-Dube,5912,PHARMACY,PARTNERSHIP,Jalandhar,Punjab,2025-05-26 00:00:00,,ACTIVE,885.0,False,False,False,False,True,False
MCH1336,"NARAYANAN, ANAND AND KALITA",5999,MISC_RETAIL,SOLE_PROPRIETOR,Ludhiana,Punjab,,XXXX4236,ACTIVE,699.0,False,False,False,False,False,True
MCH1340,Pingle-Lad,5999,MISC_RETAIL,INDIVIDUAL,Chennai,Tamil Nadu,2023-02-09 00:00:00,,ACTIVE,,False,False,False,True,True,False
MCH1343,NARASIMHAN-SHETTY,5999,MISC_RETAIL,INDIVIDUAL,Kolkata,West Bengal,2023-08-18 00:00:00,XXXX2287,ACTIVE,3443.8,False,False,False,False,False,False
MCH1349,MITAL-NARASIMHAN,5311,DEPARTMENT_STORE,PRIVATE_LIMITED,Jaipur,Rajasthan,2025-02-14 00:00:00,XXXX2450,ACTIVE,538.14,False,False,False,False,False,False
MCH1349,Verma-Rastogi,5942,BOOKS_STATIONERY,PARTNERSHIP,Mumbai,Maharashtra,2024-12-30 09:34:19,XXXX2757,INACTIVE,1183.3,False,False,False,False,False,False
MCH1352,MUKHERJEE-SETHI,5812,RESTAURANT,SOLE_PROPRIETOR,Pune,Maharashtra,2024-03-19 01:21:36,,ACTIVE,-737.77,False,False,True,False,True,False
MCH1353,Lata LLC,5999,MISC_RETAIL,INDIVIDUAL,Kolkata,West Bengal,,,INACTIVE,1213.36,False,False,False,False,True,True
MCH1358,Bhatia-Sekhon,5942,BOOKS_STATIONERY,PRIVATE_LIMITED,Jaipur,Rajasthan,2025-05-01 00:00:00,XXXX4241,ACTIVE,1421.8,False,False,False,False,False,False
MCH1364,Krishnamurthy LLC,4131,TRANSPORT,INDIVIDUAL,Hyderabad,Telangana,2023-02-01 00:00:00,XXXX1592,ACTIVE,377.26,False,False,False,False,False,False
MCH1364,Ba1 Gr0up,5942,BOOKS_STATIONERY,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2025-02-21 00:00:00,,ACTIVE,-2000.66,False,False,True,False,True,False
MCH1365,Agate PLC,5942,BOOKS_STATIONERY,PARTNERSHIP,Pune,Maharashtra,2024-12-10 00:00:00,,ACTIVE,-2839.17,False,False,True,False,True,False
MCH1375,Golla and Sons,5912,PHARMACY,PARTNERSHIP,Bengaluru,Karnataka,2023-01-08 13:43:00,,ACTIVE,503.66,False,False,False,False,True,False
MCH1375,Doctor-Srinivasan,5912,PHARMACY,PRIVATE_LIMITED,Chennai,Tamil Nadu,,,ACTIVE,300.0,False,False,False,False,True,True
MCH1377,"TANEJA, DIN AND KAUL",5812,RESTAURANT,SOLE_PROPRIETOR,Delhi,Delhi,2025-10-05 09:00:44,XXXX9369,ACTIVE,767.08,False,False,False,False,False,False
MCH1380,Bhatia-Oza,4814,TELECOM,PARTNERSHIP,Jaipur,Rajasthan,2023-07-11 00:00:00,,INACTIVE,479.32,False,False,False,False,True,False
MCH1384,THAKUR-BEN,4814,TELECOM,INDIVIDUAL,Hyderabad,Telangana,2023-11-04 00:00:00,,ACTIVE,1433.16,False,False,False,False,True,False
MCH1397,"Bir,RavelandSwaminathan",5411,GROCERY,PARTNERSHIP,Pune,Maharashtra,2023-07-16 00:00:00,,ACTIVE,6150.31,False,False,False,False,True,False
MCH1405,Sawhney-Naru1a,5912,PHARMACY,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2024-12-31 00:00:00,,INACTIVE,3091.86,False,False,False,False,True,False
MCH1420,"Hayer, Malhotra and Dugar",5311,DEPARTMENT_STORE,INDIVIDUAL,Pune,Maharashtra,2023-07-08 22:38:55,XXXX5505,ACTIVE,1649.54,False,False,False,False,False,False
MCH1420,"Nath, Setty and Pai",7011,HOTEL,PARTNERSHIP,Kolkata,West Bengal,2023-04-08 00:00:00,,INACTIVE,1986.0,False,False,False,False,True,False
MCH1438,"Memon, Chaudhuri and Choudhry",5812,RESTAURANT,SOLE_PROPRIETOR,Amritsar,Punjab,2024-05-17 00:00:00,,ACTIVE,2393.0,False,False,False,False,True,False
MCH1447,Uppal Ltd,5912,PHARMACY,PARTNERSHIP,Lucknow,Uttar Pradesh,2026-02-20 00:00:00,,ACTIVE,236.04,False,False,False,False,True,False
MCH1454,WableInc,5999,MISC_RETAIL,INDIVIDUAL,Lucknow,Uttar Pradesh,2025-06-18 00:00:00,XXXX8001,ACTIVE,2617.0,False,False,False,False,False,False
MCH1454,"Bali, Kurian and Garde",5812,RESTAURANT,PARTNERSHIP,Lucknow,Uttar Pradesh,2023-07-29 14:13:18,,ACTIVE,1592.02,False,False,False,False,True,False
MCH1465,"GARG, MALLICK AND CHADHA",5812,RESTAURANT,PRIVATE_LIMITED,Delhi,Delhi,2024-03-24 17:13:00,XXXX9339,ACTIVE,443.93,False,False,False,False,False,False
MCH1491,"Sarna, Chand and Goda",4814,TELECOM,SOLE_PROPRIETOR,Ludhiana,Punjab,2026-01-27 00:00:00,,ACTIVE,1075.6,False,False,False,False,True,False
MCH1492,"PANCHAL, BAIL AND NADKARNI",5912,PHARMACY,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-07-05 00:00:00,,INACTIVE,6674.02,False,False,False,False,True,False
MCH1494,Dave LLC,5999,MISC_RETAIL,PRIVATE_LIMITED,Hyderabad,Telangana,2023-08-23 00:00:00,,ACTIVE,14736.17,False,False,False,False,True,False
MCH1518,Saini-Gole,5999,MISC_RETAIL,PRIVATE_LIMITED,Jalandhar,Punjab,2023-07-08 00:00:00,,ACTIVE,957.31,False,False,False,False,True,False
MCH1530,"suresh, kadakia and iyer",5912,PHARMACY,PRIVATE_LIMITED,Jalandhar,Punjab,2024-08-23 14:54:00,,ACTIVE,158.58,False,False,False,False,True,False
MCH1540,mohan-hegde,5912,PHARMACY,INDIVIDUAL,Mumbai,Maharashtra,2023-02-15 20:52:03,,INACTIVE,2002.37,False,False,False,False,True,False
MCH1541,Chopra LLC,5311,DEPARTMENT_STORE,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-10-31 00:00:00,XXXX8788,ACTIVE,-2438.12,False,False,True,False,False,False
MCH1567,SURESH LTD,5699,APPAREL,INDIVIDUAL,Chennai,Tamil Nadu,2024-08-12 00:00:00,XXXX6891,ACTIVE,3203.25,True,False,False,False,False,False
MCH1567,Samra PLC,5699,APPAREL,INDIVIDUAL,Mumbai,Maharashtra,2023-07-23 05:44:28,XXXX0316,INACTIVE,1417.9,False,False,False,False,False,False
MCH1592,Cherian-Bhavsar,7011,HOTEL,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-06-12 00:00:00,XXXX2300,ACTIVE,2941.81,False,False,False,False,False,False
MCH1605,Kar-Peri,5999,MISC_RETAIL,INDIVIDUAL,Delhi,Delhi,2025-12-14 20:52:47,,ACTIVE,3940.67,True,False,False,False,True,False
MCH1605,ShethandSons,4131,TRANSPORT,SOLE_PROPRIETOR,Mumbai,Maharashtra,,XXXX6639,ACTIVE,1128.85,False,False,False,False,False,True
MCH1612,Khare-Jha,7011,HOTEL,SOLE_PROPRIETOR,Pune,Maharashtra,2024-05-07 13:44:00,XXXX6820,ACTIVE,3967.18,False,False,False,False,False,False
MCH1612,Salvi-Patel,5812,RESTAURANT,PARTNERSHIP,Delhi,Delhi,2023-09-05 00:00:00,XXXX9473,INACTIVE,1940.8,False,False,False,False,False,False
MCH1625,saran ltd,4814,TELECOM,PARTNERSHIP,Kolkata,West Bengal,2024-10-17 02:52:00,XXXX2189,ACTIVE,1093.54,False,False,False,False,False,False
MCH1625,HandaLLC,5912,PHARMACY,PRIVATE_LIMITED,Ludhiana,Punjab,2024-07-27 00:00:00,,INACTIVE,4123.17,False,False,False,False,True,False
MCH1636,Nigam PLC,5699,APPAREL,PARTNERSHIP,Delhi,Delhi,2024-06-13 01:00:37,,ACTIVE,2284.21,False,False,False,False,True,False
MCH1639,Halder Inc,5411,GROCERY,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2023-04-12 00:00:00,XXXX7813,INACTIVE,-2075.47,False,False,True,False,False,False
MCH1640,Dash Ltd,5699,APPAREL,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-11-25 00:00:00,XXXX0629,ACTIVE,328.0,False,False,False,False,False,False
MCH1640,sem plc,7011,HOTEL,PRIVATE_LIMITED,Mumbai,Maharashtra,2023-09-10 00:00:00,XXXX5975,ACTIVE,894.9,True,False,False,False,False,False
MCH1646,Golla and Sons,5411,GROCERY,INDIVIDUAL,Mumbai,Maharashtra,2024-09-23 00:00:00,,INACTIVE,-790.28,True,False,True,False,True,False
MCH1654,Swamy Group,4814,TELECOM,PARTNERSHIP,Jalandhar,Punjab,2024-07-14 00:00:00,,ACTIVE,,True,False,False,True,True,False
MCH1661,kothari-dara,5912,PHARMACY,PARTNERSHIP,Hyderabad,Telangana,2026-01-16 22:10:04,XXXX7371,ACTIVE,,False,False,False,True,False,False
MCH1667,dalal ltd,7011,HOTEL,SOLE_PROPRIETOR,Hyderabad,Telangana,2025-02-16 00:00:00,,ACTIVE,3517.09,False,False,False,False,True,False
MCH1674,"Bansal, Babu and Bansal",5699,APPAREL,INDIVIDUAL,Chennai,Tamil Nadu,2024-11-03 05:59:00,,ACTIVE,811.0,False,False,False,False,True,False
MCH1675,chokshi-mukherjee,5411,GROCERY,INDIVIDUAL,Ludhiana,Punjab,2023-11-01 15:46:00,XXXX1927,ACTIVE,1694.04,False,False,False,False,False,False
MCH1675,"sarma, saxena and chandran",5311,DEPARTMENT_STORE,PRIVATE_LIMITED,Jaipur,Rajasthan,2023-06-09 00:00:00,,INACTIVE,1777.8,True,False,False,False,True,False
MCH1675,"sarma, saxena and chandran",5311,DEPARTMENT_STORE,PRIVATE_LIMITED,Jaipur,Rajasthan,2023-06-09 00:00:00,,ACTIVE,1777.8,True,False,False,False,True,False
MCH1696,Rai and Sons,5311,DEPARTMENT_STORE,INDIVIDUAL,Jaipur,Rajasthan,2023-04-24 23:28:29,,ACTIVE,2898.12,True,False,False,False,True,False
MCH1706,KandaandSons,4814,TELECOM,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-08-20 20:33:03,,ACTIVE,546.33,False,False,False,False,True,False
MCH1706,Merchant-Dhar,5942,BOOKS_STATIONERY,PRIVATE_LIMITED,Amritsar,Punjab,2023-05-25 00:00:00,,ACTIVE,954.61,False,False,False,False,True,False
MCH1710,"talwar, goyal and dhillon",5812,RESTAURANT,PARTNERSHIP,Delhi,Delhi,2025-11-26 00:00:00,,ACTIVE,542.31,False,False,False,False,True,False
MCH1714,Kalita Group,5699,APPAREL,SOLE_PROPRIETOR,Amritsar,Punjab,2024-03-31 14:28:04,XXXX3148,ACTIVE,3974.77,False,False,False,False,False,False
MCH1718,Wason-Vaidya,5311,DEPARTMENT_STORE,PRIVATE_LIMITED,Jalandhar,Punjab,2025-04-04 17:19:00,,INACTIVE,705.66,False,False,False,False,True,False
MCH1729,GANESH PLC,5812,RESTAURANT,PRIVATE_LIMITED,Hyderabad,Telangana,2025-05-23 00:00:00,XXXX6365,ACTIVE,,False,False,False,True,False,False
MCH1732,Badal-Chacko,4131,TRANSPORT,SOLE_PROPRIETOR,Kolkata,West Bengal,2024-01-02 00:00:00,,ACTIVE,888.6,False,False,False,False,True,False
MCH1739,keer group,5999,MISC_RETAIL,INDIVIDUAL,Kolkata,West Bengal,2024-02-11 00:00:00,,ACTIVE,2619.15,False,False,False,False,True,False
MCH1747,"Vig, Cherian and Ch0udhury",5999,MISC_RETAIL,INDIVIDUAL,Delhi,Delhi,2025-08-22 05:19:05,,ACTIVE,1469.56,False,False,False,False,True,False
MCH1750,"Dube, Natt and V0hra",4131,TRANSPORT,INDIVIDUAL,Pune,Maharashtra,2024-12-18 12:18:45,XXXX3705,ACTIVE,,False,False,False,True,False,False
MCH1750,RAVI-DHAR,4814,TELECOM,SOLE_PROPRIETOR,Ludhiana,Punjab,2023-10-12 03:27:30,,ACTIVE,-1422.61,False,False,True,False,True,False
MCH1751,"Keer, Dara and Gour",5942,BOOKS_STATIONERY,INDIVIDUAL,Ludhiana,Punjab,2023-06-29 00:00:00,,INACTIVE,1719.3,False,False,False,False,True,False
MCH1756,Ben and Sons,5999,MISC_RETAIL,PRIVATE_LIMITED,Hyderabad,Telangana,2023-08-02 00:00:00,XXXX4519,ACTIVE,1706.9,False,False,False,False,False,False
MCH1756,"Borah, Sura and Kunda",5411,GROCERY,PRIVATE_LIMITED,Jaipur,Rajasthan,2025-10-21 00:00:00,,ACTIVE,1371.78,False,False,False,False,True,False
MCH1764,"K0h1i, Sa1vi and Ch0kshi",5699,APPAREL,PARTNERSHIP,Amritsar,Punjab,2025-09-13 00:00:00,,ACTIVE,12860.85,False,False,False,False,True,False
MCH1769,"Jha, Samra and Jhaveri",5311,DEPARTMENT_STORE,PRIVATE_LIMITED,Mumbai,Maharashtra,2023-10-20 00:00:00,XXXX5444,ACTIVE,522.35,False,False,False,False,False,False
MCH1772,"Sarin,KothariandLal",5912,PHARMACY,INDIVIDUAL,Jalandhar,Punjab,2025-09-11 00:00:00,XXXX7880,ACTIVE,-342.59,True,False,True,False,False,False
MCH1772,Grover Group,5311,DEPARTMENT_STORE,PARTNERSHIP,Kolkata,West Bengal,2023-03-18 13:57:00,XXXX8924,ACTIVE,1962.32,False,False,False,False,False,False
MCH1774,"chawla, luthra and kapur",4814,TELECOM,SOLE_PROPRIETOR,Amritsar,Punjab,2024-08-09 00:00:00,XXXX1882,ACTIVE,691.84,False,False,False,False,False,False
MCH1774,patla-warrior,5912,PHARMACY,PARTNERSHIP,Mumbai,Maharashtra,2023-01-02 11:10:48,XXXX8727,ACTIVE,442.29,False,False,False,False,False,False
MCH1779,Char-Karnik,5699,APPAREL,PRIVATE_LIMITED,Jaipur,Rajasthan,,XXXX4175,ACTIVE,6097.01,False,False,False,False,False,True
MCH1786,"Tank, Nadkarni and Srinivasan",4131,TRANSPORT,PRIVATE_LIMITED,Amritsar,Punjab,2024-03-15 00:00:00,XXXX7570,ACTIVE,353.77,False,False,False,False,False,False
MCH1792,"Suresh, Chada and Mahal",5311,DEPARTMENT_STORE,SOLE_PROPRIETOR,Kolkata,West Bengal,2025-03-24 00:00:00,XXXX6459,ACTIVE,,False,False,False,True,False,False
MCH1806,dugar-rege,5912,PHARMACY,PRIVATE_LIMITED,Delhi,Delhi,,XXXX9256,INACTIVE,1498.0,False,False,False,False,False,True
MCH1811,Varkey Inc,5311,DEPARTMENT_STORE,SOLE_PROPRIETOR,Bengaluru,Karnataka,2026-02-25 00:00:00,,ACTIVE,592.0,False,False,False,False,True,False
MCH1815,Bhasin-Hans,5999,MISC_RETAIL,PRIVATE_LIMITED,Hyderabad,Telangana,2025-05-10 00:00:00,,ACTIVE,789.34,False,False,False,False,True,False
MCH1816,Kohli-Hans,7011,HOTEL,INDIVIDUAL,Kolkata,West Bengal,2025-01-22 00:00:00,,ACTIVE,487.0,False,False,False,False,True,False
MCH1816,Samra-Bhattacharyya,5912,PHARMACY,INDIVIDUAL,Kolkata,West Bengal,2024-07-11 00:00:00,,ACTIVE,1868.22,False,False,False,False,True,False
MCH1816,"Dass, Chaudhry and Peri",5999,MISC_RETAIL,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-03-05 17:11:00,,ACTIVE,800.46,False,False,False,False,True,False
MCH1816,Modi-Sinha,5411,GROCERY,INDIVIDUAL,Hyderabad,Telangana,2023-11-24 00:00:00,XXXX5140,ACTIVE,,True,False,False,True,False,False
